SOURCE	TARGET	COUNT	BASE
לברכותי	לברכותיי	2	95
שברכותי	שברכותיי	1	95
בררו	ביררו	46	0
ובררו	וביררו	10	46
שבררו	שביררו	20	46
בררת	ברירת	10	0
בשניה	בשנייה	4	0
בתלים	בתילים	45	0
גב'	גברת	505	0
בגב'	בגברת	3	505
הגב'	הגברת	304	505
וגב'	וגברת	28	505
לגב'	לגברת	71	505
מגב'	מגברת	3	505
שגב'	שגברת	5	505
והגב'	והגברת	34	505
ולגב'	ולגברת	10	505
שהגב'	שהגברת	10	505
כשגב'	כשגברת	5	505
כשהגב'	כשהגברת	1	505
מהגב'	מהגברת	3	505
גבירותי	גבירותיי	343	0
וגבירותי	וגבירותיי	74	343
גברותי	גבירותיי	4	0
בגברותי	בגבירותיי	1	4
וגברותי	וגבירותיי	1	4
גברתי	גבירתי	34548	0
בגברתי	בגבירתי	3	34548
וגברתי	וגבירתי	126	34548
לגברתי	לגבירתי	295	34548
מגברתי	מגבירתי	27	34548
שגברתי	שגבירתי	99	34548
ולגברתי	ולגבירתי	2	34548
ומגברתי	ומגבירתי	1	34548
שבגברתי	שבגבירתי	1	34548
כשגברתי	כשגבירתי	3	34548
גהנום	גיהינום	21	0
בגהנום	בגיהינום	1	21
הגהנום	הגיהינום	21	21
וגהנום	וגיהינום	1	21
לגהנום	לגיהינום	1	21
מהגהנום	מהגיהינום	1	21
גוים	גויים	38	0
בגוים	בגויים	24	38
הגוים	הגויים	25	38
כגוים	כגויים	2	38
לגוים	לגויים	6	38
מגוים	מגויים	2	38
ובגוים	ובגויים	19	38
גולגולות	גולגלות	37	0
בגולגולות	בגולגלות	6	37
הגולגולות	הגולגלות	17	37
וגולגולות	וגולגלות	1	37
לגולגולות	לגולגלות	2	37
שהגולגולות	שהגולגלות	1	37
גזילה	גזלה	154	0
בגזילה	בגזלה	24	154
הגזילה	הגזלה	43	154
וגזילה	וגזלה	33	154
כגזילה	כגזלה	1	154
לגזילה	לגזלה	3	154
שגזילה	שגזלה	6	154
ובגזילה	ובגזלה	4	154
שהגזילה	שהגזלה	1	154
מהגזילה	מהגזלה	2	154
גזילות	גזלות	4	0
לגזילות	לגזלות	1	4
גזילת	גזלת	18	0
בגזילת	בגזלת	1	18
וגזילת	וגזלת	2	18
לגזילת	לגזלת	1	18
שגזילת	שגזלת	2	18
גיאות	גאות	24	0
גיהות	גהות	2	0
גיהנום	גיהינום	86	0
בגיהנום	בגיהינום	40	86
הגיהנום	הגיהינום	43	86
וגיהנום	וגיהינום	4	86
לגיהנום	לגיהינום	23	86
מגיהנום	מגיהינום	4	86
שהגיהנום	שהגיהינום	3	86
מהגיהנום	מהגיהינום	8	86
לגימלאות	לגמלאות	1	0
גירסא	גרסה	3	0
גירסאות	גרסאות	1	0
גירסה	גרסה	38	0
בגירסה	בגרסה	1	38
הגירסה	הגרסה	9	38
וגירסה	וגרסה	1	38
לגירסה	לגרסה	1	38
מגירסה	מגרסה	2	38
ולגירסה	ולגרסה	1	38
גליון	גיליון	9	0
בגליון	בגיליון	4	9
הגליון	הגיליון	2	9
וגליון	וגיליון	1	9
ובגליון	ובגיליון	1	9
ומגליון	ומגיליון	1	9
גליונות	גיליונות	3	0
גליית	גוליית	4	0
בגליית	בגוליית	2	4
לגליית	לגוליית	1	4
מגליית	מגוליית	2	4
גליליאו	גלילאו	7	0
בגליליאו	בגלילאו	1	7
שגליליאו	שגלילאו	1	7
גלמי	גולמי	5	0
והגלמיות	והגולמיות	1	0
הגלמית	הגולמית	1	0
גנוסר	גינוסר	4	0
געלי	גועלי	2	0
הגעלית	הגועלית	1	0
גפרית	גופרית	6	0
וגפרית	וגופרית	5	6
גרעון	גירעון	42	0
בגרעון	בגירעון	18	42
הגרעון	הגירעון	53	42
וגרעון	וגירעון	2	42
לגרעון	לגירעון	6	42
והגרעון	והגירעון	1	42
שהגרעון	שהגירעון	2	42
כשהגרעון	כשהגירעון	2	42
מהגרעון	מהגירעון	1	42
גרעונות	גירעונות	10	0
בגרעונות	בגירעונות	4	10
הגרעונות	הגירעונות	9	10
וגרעונות	וגירעונות	3	10
לגרעונות	לגירעונות	3	10
והגרעונות	והגירעונות	1	10
מהגרעונות	מהגירעונות	1	10
גרעוני	גירעוני	9	0
גרעוניות	גירעוניות	3	0
דב	דוב	14615	0
דהינו	דהיינו	110	0
דוגמא	דוגמה	2079	0
בדוגמא	בדוגמה	136	2079
הדוגמא	הדוגמה	274	2079
ודוגמא	ודוגמה	19	2079
כדוגמא	כדוגמה	44	2079
לדוגמא	לדוגמה	92	2079
מדוגמא	מדוגמה	26	2079
שדוגמא	שדוגמה	4	2079
ובדוגמא	ובדוגמה	4	2079
והדוגמא	והדוגמה	2	2079
שבדוגמא	שבדוגמה	3	2079
שהדוגמא	שהדוגמה	3	2079
מהדוגמא	מהדוגמה	5	2079
דויד	דוויד	113	0
בדויד	בדוויד	2	113
ודויד	ודוויד	6	113
לדויד	לדוויד	2	113
מדויד	מדוויד	1	113
שדויד	שדוויד	6	113
דוידי	דווידי	58	0
ודוידי	ודווידי	1	58
לדוידי	לדווידי	4	58
דומיה	דומייה	268	0
דוקא	דווקא	55	0
בדוקא	בדווקא	7	55
ודוקא	ודווקא	3	55
כדוקא	כדווקא	1	55
לדוקא	לדווקא	2	55
שדוקא	שדווקא	2	55
ובדוקא	ובדווקא	9	55
שבדוקא	שבדווקא	4	55
דחיה	דחייה	40	0
בדחיה	בדחייה	9	40
הדחיה	הדחייה	18	40
ודחיה	ודחייה	6	40
לדחיה	לדחייה	4	40
מדחיה	מדחייה	3	40
שדחיה	שדחייה	1	40
ולדחיה	ולדחייה	1	40
דחילכ	דחילק	4	0
דייש	דיש	140	0
בדייש	בדיש	2	140
הדייש	הדיש	31	140
לדייש	לדיש	9	140
מדייש	מדיש	5	140
שבדייש	שבדיש	1	140
דיכפין	דכפין	4	0
דימיון	דמיון	11	0
בדימיון	בדמיון	2	11
הדימיון	הדמיון	4	11
ודימיון	ודמיון	3	11
לדימיון	לדמיון	1	11
והדימיון	והדמיון	1	11
ולדימיון	ולדמיון	1	11
בדימיוני	בדמיוני	1	0
הדימיוני	הדמיוני	1	0
הדימיוניים	הדמיוניים	1	0
דיעה	דעה	17	0
דיעות	דעות	13	0
דיעותיו	דעותיו	2	0
בדיעותיו	בדעותיו	4	2
דיקלה	דקלה	71	0
בדיקלה	בדקלה	15	71
ודיקלה	ודקלה	2	71
לדיקלה	לדקלה	24	71
מדיקלה	מדקלה	3	71
ולדיקלה	ולדקלה	2	71
שבדיקלה	שבדקלה	1	71
דליקה	דלקה	219	0
דליקות	דלקות	2	0
דליקת	דלקת	7	0
דמויית	דמוית	50	0
כדמויית	כדמוית	1	50
דרוג	דירוג	120	0
דרוגי	דירוגי	8	0
דרוגים	דירוגים	13	0
האמנים	האומנים	551	0
האמנם	האומנם	391	0
האפייני	האופייני	5	0
הבטי	היבטי	9	0
והבטי	והיבטי	1	9
ובהבטי	ובהיבטי	1	9
הבטיה	היבטיה	1	0
והבטיהם	והיבטיהם	1	0
הבטיו	היבטיו	1	0
והבטיו	והיבטיו	1	1
שהבטיו	שהיבטיו	1	1
הבטים	היבטים	57	0
והבטים	והיבטים	4	57
מהבטים	מהיבטים	24	57
שהבטים	שהיבטים	1	57
הבייתה	הביתה	5	0
הגיאות	הגאות	3	0
הגלמי	הגולמי	2	0
הדב	הדוב	88	0
הדומיה	הדומייה	7	0
הדמייה	הדמיה	22	0
בהדמייה	בהדמיה	3	22
שהדמייה	שהדמיה	1	22
הדרדרות	הידרדרות	5	0
בהדרדרות	בהידרדרות	2	5
ההדרדרות	ההידרדרות	2	5
שהדרדרות	שהידרדרות	1	5
וההדרדרות	וההידרדרות	1	5
ההיעדר	ההעדר	239	0
ההיפך	ההפך	1756	0
בההיפך	בההפך	1	1756
וההיפך	וההפך	44	1756
כההיפך	כההפך	2	1756
מההיפך	מההפך	6	1756
שההיפך	שההפך	26	1756
הוותה	היוותה	18	0
והוותה	והיוותה	10	18
שהוותה	שהיוותה	3	18
החמרי	החומרי	1	0
החתי	החיתי	34	0
החתיות	החיתיות	1	0
החתית	החיתית	11	0
הטיבה	היטיבה	259	0
והטיבה	והיטיבה	5	259
שהטיבה	שהיטיבה	4	259
הטיבו	היטיבו	38	0
והטיבו	והיטיבו	2	38
שהטיבו	שהיטיבו	9	38
הטכס	הטקס	5	0
היגלה	הגלה	3	0
היגלו	הגלו	12	0
היכה	הכה	1116	0
והיכה	והכה	153	1116
שהיכה	שהכה	87	1116
ושהיכה	ושהכה	1	1116
כשהיכה	כשהכה	3	1116
היכו	הכו	141	0
והיכו	והכו	24	141
שהיכו	שהכו	16	141
ושהיכו	ושהכו	1	141
כשהיכו	כשהכו	1	141
היכינו	הכינו	3	0
שהיכינו	שהכינו	2	3
כשהיכינו	כשהכינו	1	3
היכית	הכית	4	0
והיכית	והכית	4	4
היכיתי	הכיתי	19	0
והיכיתי	והכיתי	5	19
היכיתם	הכיתם	1	0
והיכיתם	והכיתם	2	1
היכרתי	הכרתי	1	0
והיכרתי	והכרתי	1	1
שהיכרתי	שהכרתי	1	1
כשהיכרתי	כשהכרתי	1	1
היכתה	הכתה	15	0
ושהיכתה	ושהכתה	1	15
הילווה	הלווה	1	0
היעדר	העדר	2736	0
היעדרה	העדרה	47	0
והיעדרה	והעדרה	3	47
שהיעדרה	שהעדרה	1	47
היעדרו	העדרו	85	0
והיעדרו	והעדרו	6	85
שהיעדרו	שהעדרו	9	85
היעדרי	העדרי	3	0
והיעדרי	והעדרי	1	3
היעדרם	העדרם	25	0
והיעדרם	והעדרם	3	25
שהיעדרם	שהעדרם	1	25
היעדרן	העדרן	14	0
והיעדרן	והעדרן	3	14
היתה	הייתה	15374	0
והיתה	והייתה	385	15374
שהיתה	שהייתה	2263	15374
ושהיתה	ושהייתה	1	15374
כשהיתה	כשהייתה	121	15374
וכשהיתה	וכשהייתה	2	15374
שכשהיתה	שכשהייתה	157	15374
הכהנים	הכוהנים	5760	0
בהכהנים	בהכוהנים	3	5760
והכהנים	והכוהנים	415	5760
מהכהנים	מהכוהנים	103	5760
שהכהנים	שהכוהנים	451	5760
ומהכהנים	ומהכוהנים	1	5760
ושהכהנים	ושהכוהנים	1	5760
שבהכהנים	שבהכוהנים	1	5760
כשהכהנים	כשהכוהנים	28	5760
שכשהכהנים	שכשהכוהנים	3	5760
הכח	הכוח	16	0
הכל	הכול	137164	0
בהכל	בהכול	1088	0
והכל	והכול	13532	137164
כהכל	כהכול	5	137164
להכל	להכול	1148	137164
מהכל	מהכול	1184	137164
שהכל	שהכול	8842	137164
ובהכל	ובהכול	25	137164
ולהכל	ולהכול	21	137164
ומהכל	ומהכול	12	137164
ושהכל	ושהכול	338	137164
שבהכל	שבהכול	14	137164
כשהכל	כשהכול	316	137164
וכשהכל	וכשהכול	32	137164
שכשהכל	שכשהכול	13	137164
לכשהכל	לכשהכול	1	137164
הכרויות	היכרויות	14	0
שהכרויות	שהיכרויות	1	14
הכרותו	היכרותו	1	0
להכרותו	להיכרותו	2	1
הכרותי	היכרותי	1	0
והכרותי	והיכרותי	1	1
מהכרותי	מהיכרותי	1	1
בהכרותך	בהיכרותך	2	0
הכרותם	היכרותם	1	0
בהכרותם	בהיכרותם	2	1
הכרותן	היכרותן	1	0
הלויים	הלוויים	197	0
הלית	הילית	21	0
בהלית	בהילית	1	21
והלית	והילית	3	21
כהלית	כוהלית	4	0
להלית	להילית	1	21
מהלית	מהילית	1	21
ולהלית	ולהילית	1	21
כשהלית	כשהילית	1	21
המלה	המילה	698	0
בהמלה	בהמילה	1	698
והמלה	והמילה	13	698
מהמלה	מהמילה	52	698
שהמלה	שהמילה	42	698
ושהמלה	ושהמילה	1	698
כשהמלה	כשהמילה	1	698
המנעות	הימנעות	4	0
בהמנעות	בהימנעות	3	4
והמנעות	והימנעות	1	4
המסים	המיסים	3166	0
הנו	הינו	314	0
והנו	והינו	17	314
שהנו	שהינו	47	314
כשהנו	כשהינו	2	314
וכשהנו	וכשהינו	3	314
שכשהנו	שכשהינו	3	314
הניק	היניק	22	0
והניק	והיניק	2	22
הניקה	היניקה	28	0
והניקה	והיניקה	4	28
שהניקה	שהיניקה	1	28
הניקו	היניקו	12	0
והניקו	והיניקו	1	12
שהניקו	שהיניקו	1	12
הנם	הינם	127	0
והנם	והינם	6	127
שהנם	שהינם	4	127
הנן	הינן	26	0
והנן	והינן	2	26
שהנן	שהינן	1	26
הנני	הינני	3915	0
והנני	והינני	17	3915
שהנני	שהינני	5	3915
הנקנו	הינקנו	2	0
שהנקנו	שהינקנו	1	2
הנקת	הינקת	27	0
הנקתי	הינקתי	2	0
הנקתם	הינקתם	1	0
והנקתם	והינקתם	1	1
הסח	היסח	22	0
בהסח	בהיסח	1	22
להסח	להיסח	17	22
שהסח	שהיסח	2	22
ולהסח	ולהיסח	1	22
ההסעים	ההיסעים	1	0
להסעים	להיסעים	1	0
הסתו	הסתיו	3	0
העדרות	היעדרות	5	0
והעדרות	והיעדרות	1	5
כהעדרות	כהיעדרות	1	5
להעדרות	להיעדרות	1	5
מהעדרות	מהיעדרות	3	5
העליים	העיליים	10	0
העלנו	העלינו	84	0
והעלנו	והעלינו	4	84
שהעלנו	שהעלינו	23	84
שכשהעלנו	שכשהעלינו	1	84
העלתי	העליתי	87	0
והעלתי	והעליתי	2	87
שהעלתי	שהעליתי	12	87
כשהעלתי	כשהעליתי	3	87
הערותי	הערותיי	12	0
שהערותי	שהערותיי	1	12
העתים	העיתים	172	0
הצדה	הצידה	354	0
הצעים	היצעים	21	0
ההצעים	ההיצעים	3	21
והצעים	והיצעים	1	21
להצעים	להיצעים	2	21
מהצעים	מהיצעים	4	21
שהצעים	שהיצעים	1	21
הקטבי	הקוטבי	1	0
הקף	היקף	56	0
בהקף	בהיקף	1	56
ההקף	ההיקף	1	56
והקף	והיקף	6	56
להקף	להיקף	4	56
מהקף	מהיקף	3	56
שהקף	שהיקף	2	56
ולהקף	ולהיקף	1	56
הקפי	היקפי	3	0
הקפיות	היקפיות	1	0
הקפים	היקפים	7	0
בהקפים	בהיקפים	1	7
להקפים	להיקפים	1	7
מהקפים	מהיקפים	1	7
הקפית	היקפית	3	0
להקפית	להיקפית	3	3
הרחבי	הרוחבי	32	0
הרחביים	הרוחביים	2	0
הרחבית	הרוחבית	5	0
הרצליה	הרצלייה	685	0
בהרצליה	בהרצלייה	616	685
והרצליה	והרצלייה	36	685
להרצליה	להרצלייה	78	685
מהרצליה	מהרצלייה	389	685
שהרצליה	שהרצלייה	2	685
ובהרצליה	ובהרצלייה	14	685
ולהרצליה	ולהרצלייה	1	685
ומהרצליה	ומהרצלייה	3	685
שבהרצליה	שבהרצלייה	8	685
הרשל'ה	הרשלה	8	0
השג	הישג	73	0
בהשג	בהישג	3	73
ההשג	ההישג	7	73
והשג	והישג	2	73
להשג	להישג	19	73
מהשג	מהישג	1	73
שהשג	שהישג	3	73
וההשג	וההישג	1	73
השגי	הישגי	13	0
והשגי	והישגי	1	13
מהשגי	מהישגי	1	13
שהשגי	שהישגי	1	13
השגיו	הישגיו	2	0
השגיות	הישגיות	13	0
והשגיות	והישגיות	1	13
מהשגיות	מהישגיות	1	13
השגים	הישגים	18	0
בהשגים	בהישגים	1	18
ההשגים	ההישגים	5	18
כהשגים	כהישגים	1	18
להשגים	להישגים	1	18
מהשגים	מהישגים	1	18
שהשגים	שהישגים	1	18
מההשגים	מההישגים	1	18
השגינו	הישגינו	5	0
השגית	הישגית	6	0
להשגית	להישגית	1	6
השניה	השנייה	13	0
השעייה	השעיה	57	0
בהשעייה	בהשעיה	6	57
ההשעייה	ההשעיה	8	57
והשעייה	והשעיה	3	57
להשעייה	להשעיה	1	57
מהשעייה	מהשעיה	2	57
שהשעייה	שהשעיה	1	57
וההשעייה	וההשעיה	1	57
השקייה	השקיה	224	0
בהשקייה	בהשקיה	10	224
ההשקייה	ההשקיה	114	224
והשקייה	והשקיה	12	224
להשקייה	להשקיה	26	224
מהשקייה	מהשקיה	2	224
שהשקייה	שהשקיה	4	224
וההשקייה	וההשקיה	3	224
ולהשקייה	ולהשקיה	3	224
שההשקייה	שההשקיה	2	224
מההשקייה	מההשקיה	4	224
השרדות	הישרדות	18	0
בהשרדות	בהישרדות	1	18
ההשרדות	ההישרדות	2	18
והשרדות	והישרדות	2	18
להשרדות	להישרדות	1	18
מהשרדות	מהישרדות	1	18
וההשרדות	וההישרדות	1	18
שההשרדות	שההישרדות	1	18
שהשרדותה	שהישרדותה	1	0
והשרדותו	והישרדותו	1	0
השרדותי	הישרדותי	2	0
השרשים	השורשים	2	0
התבה	התיבה	2	0
התלים	התילים	9	0
ואמני	ואומני	7	0
ואמנים	ואומנים	41	0
וגיאות	וגאות	1	0
וגיהות	וגהות	1	0
ודב	ודוב	541	0
והיעדר	והעדר	356	0
וואלק	ואלק	80	0
מוואלק	מוואלק	1	80
וינון	ויינון	477	0
ויצוב	וייצוב	1	0
ויצוג	וייצוג	2	0
וכהנים	וכוהנים	96	0
וכו	וכולי	295	0
וכו'	וכולי	52704	0
ולבו	וליבו	51	0
ולבי	וליבי	141	0
ולבך	וליבך	55	0
ולבכם	וליבכם	9	0
ולבכן	וליבכן	13	0
ולבם	וליבם	24	0
ולוא	ולו	19	0
ולויים	ולוויים	29	0
ומסים	ומיסים	87	0
ורעיתי	ורעייתי	3	0
ז'תומרת	זאת אומרת	5	0
זֶה	זה	2	0
זיוה	זיווה	14	0
וזיוה	וזיווה	3	14
לזיוה	לזיווה	1	14
שזיוה	שזיווה	1	14
זיקנה	זקנה	552	0
בזיקנה	בזקנה	9	552
הזיקנה	הזקנה	532	552
וזיקנה	וזקנה	4	552
לזיקנה	לזקנה	20	552
מזיקנה	מזקנה	2	552
שזיקנה	שזקנה	2	552
והזיקנה	והזקנה	4	552
שהזיקנה	שהזקנה	7	552
מהזיקנה	מהזקנה	1	552
זיקנתו	זקנתו	5	0
בזיקנתו	בזקנתו	3	5
שזיקנתו	שזקנתו	1	5
שבזיקנתו	שבזקנתו	1	5
לזיקנתך	לזקנתך	1	0
זיקנתכם	זקנתכם	1	0
זיקנתם	זקנתם	12	0
בזיקנתם	בזקנתם	2	12
שזיקנתם	שזקנתם	1	12
ובזיקנתם	ובזקנתם	1	12
בזיקנתן	בזקנתן	1	0
בזיקנתנו	בזקנתנו	1	0
לזיקנתנו	לזקנתנו	1	0
זכיה	זכייה	8	0
